Customer_id,Age,Gender,Revenue_Total,N_Purchases,Purchase_DATE,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher,Purchase_DAY,Purchase_MONTH,Purchase_YEAR
516098,42,1,31.9,4,28/4/2021,22.968,2,891,0,0,1,28,4,2021
516099,28,1,39.9,6,10/7/2021,3.591,2,984,0,1,1,10,7,2021
516100,41,1,22.9,5,27/12/2021,14.198,2,495,1,0,0,27,12,2021
516101,28,1,47.5,3,19/9/2021,44.175,1,758,0,0,1,19,9,2021
516102,32,1,40.7,7,14/6/2021,11.803,2,576,0,0,0,14,6,2021
516103,30,0,15.1,5,12/3/2021,8.758,2,754,0,1,0,12,3,2021
516104,34,1,5.1,7,21/10/2021,3.774,2,946,0,0,0,21,10,2021
516105,28,0,7.7,5,16/12/2021,6.622,1,259,0,0,1,16,12,2021
516106,28,1,56.1,6,11/4/2021,35.904,2,655,0,0,0,11,4,2021
516107,30,0,33.4,3,12/8/2021,26.72,1,576,3,0,0,12,8,2021
516108,52,1,17.4,6,2/1/2021,2.61,2,608,0,1,0,2,1,2021
516109,56,1,25.6,5,23/5/2021,24.832,0,417,0,0,0,23,5,2021
516110,58,0,15.9,6,21/3/2021,1.431,2,986,1,0,0,21,3,2021
516111,35,0,15.8,4,21/1/2021,8.058,2,897,0,0,1,21,1,2021
516112,20,1,31.3,3,2/3/2021,11.581,2,551,0,0,0,2,3,2021
516113,53,0,31.7,2,15/12/2021,9.193,3,686,0,0,1,15,12,2021
516114,39,1,25.9,6,22/9/2021,18.13,3,762,0,0,1,22,9,2021
516115,22,1,59.5,5,16/3/2021,22.61,0,964,0,0,0,16,3,2021
516116,43,0,8.8,3,29/11/2021,3.344,2,590,0,0,0,29,11,2021
516117,41,1,32.2,5,24/12/2021,13.846,0,592,1,0,0,24,12,2021
516118,52,0,26.9,3,29/11/2021,8.339,0,197,0,0,1,29,11,2021
516119,28,0,39.3,2,31/7/2021,22.401,2,626,0,0,0,31,7,2021
516120,34,0,15.6,1,29/4/2021,15.6,1,487,0,0,0,29,4,2021
516121,28,1,12.1,5,18/6/2021,6.292,0,878,1,0,1,18,6,2021
516122,47,1,30.9,5,22/10/2021,12.051,1,891,1,0,0,22,10,2021
516123,37,1,40.9,5,26/9/2021,15.133,1,636,0,0,1,26,9,2021
516124,39,1,37.9,3,18/3/2021,6.822,2,787,1,0,0,18,3,2021
516125,37,1,11,2,22/2/2021,9.57,1,220,3,0,0,22,2,2021
516126,55,1,27.9,4,24/3/2021,19.53,1,609,0,1,0,24,3,2021
516127,34,0,58.3,7,14/12/2021,32.648,2,599,3,0,1,14,12,2021
516128,16,0,21.7,1,17/3/2021,21.7,0,900,0,0,1,17,3,2021
516129,29,1,31.1,2,27/1/2021,9.019,1,593,0,0,1,27,1,2021
516130,22,1,21.1,4,7/3/2021,2.321,0,927,1,1,0,7,3,2021
516131,38,1,18.5,3,20/8/2021,13.135,0,749,3,0,0,20,8,2021
516132,38,1,39.5,6,15/10/2021,15.01,2,305,0,0,0,15,10,2021
516133,63,0,58.5,1,29/4/2021,58.5,3,222,0,0,0,29,4,2021
516134,31,1,33.8,1,11/8/2021,33.8,3,845,0,0,1,11,8,2021
516135,27,1,20.7,7,21/9/2021,17.595,2,697,0,0,0,21,9,2021
516136,34,1,23.9,5,3/4/2021,11.472,2,579,0,1,0,3,4,2021
516137,38,0,9.9,6,21/5/2021,8.019,1,777,2,0,0,21,5,2021
516138,17,1,23,4,27/5/2021,20.24,1,562,1,0,1,27,5,2021
516139,30,0,38.1,6,12/5/2021,31.623,3,618,0,0,0,12,5,2021
516140,52,1,44.5,5,23/11/2021,43.61,1,208,0,0,0,23,11,2021
516141,16,1,8.7,1,20/1/2021,8.7,2,175,0,0,0,20,1,2021
516142,19,1,30.2,7,5/1/2021,0.302,0,244,0,1,1,5,1,2021
516143,44,1,49.5,4,10/6/2021,7.425,0,346,0,0,0,10,6,2021
516144,23,1,20.2,3,4/6/2021,5.656,3,405,0,0,0,4,6,2021
516145,44,1,50.3,2,19/10/2021,36.719,2,288,0,0,0,19,10,2021
516146,52,1,33,7,8/1/2021,5.28,0,848,1,0,0,8,1,2021
516147,21,1,21.8,4,7/2/2021,3.27,0,748,0,0,0,7,2,2021
516148,48,1,16.6,1,28/3/2021,16.6,1,252,3,0,0,28,3,2021
516149,22,0,10.2,2,17/5/2021,6.528,3,405,0,0,0,17,5,2021
516150,47,0,39.9,6,10/7/2021,23.142,0,980,1,0,0,10,7,2021
516151,42,0,53.3,4,30/9/2021,36.244,3,843,0,0,0,30,9,2021
516152,49,1,38.9,7,28/8/2021,2.334,1,980,0,0,0,28,8,2021
516153,62,1,4.9,2,8/9/2021,2.303,1,360,0,0,0,8,9,2021
516154,35,1,41.9,4,4/12/2021,6.285,3,730,0,0,0,4,12,2021
516155,55,1,37.7,1,7/6/2021,37.7,2,206,1,0,0,7,6,2021
516156,39,1,35.5,3,17/4/2021,22.72,0,533,1,0,0,17,4,2021
516157,38,1,15.6,1,15/6/2021,15.6,0,509,0,0,0,15,6,2021
516158,16,0,26.7,2,2/7/2021,17.088,0,785,1,0,0,2,7,2021
516159,49,1,4.7,5,10/3/2021,2.162,3,385,0,1,0,10,3,2021
516160,43,1,12,2,10/6/2021,2.76,3,240,0,0,0,10,6,2021
516161,19,1,9,6,23/2/2021,1.89,1,873,1,0,0,23,2,2021
516162,18,0,59.1,6,17/1/2021,29.55,2,732,0,0,0,17,1,2021
516163,26,0,31.5,1,25/4/2021,31.5,2,392,0,0,0,25,4,2021
516164,60,0,26.1,5,14/1/2021,0.783,2,749,1,1,0,14,1,2021
516165,34,0,2.5,5,14/10/2021,1.425,2,373,3,0,0,14,10,2021
516166,27,0,35.4,7,27/3/2021,25.842,2,562,0,0,0,27,3,2021
516167,51,1,11,4,18/8/2021,2.75,3,259,1,0,0,18,8,2021
516168,19,1,13.6,5,19/9/2021,11.152,2,926,0,0,0,19,9,2021
516169,59,0,9.3,2,12/6/2021,0.93,3,674,1,0,0,12,6,2021
516170,45,1,45.7,7,23/5/2021,34.275,3,269,0,0,1,23,5,2021
516171,40,1,43.7,7,4/6/2021,20.976,0,403,0,1,0,4,6,2021
516172,29,1,32.3,5,14/9/2021,8.721,3,813,0,0,0,14,9,2021
516173,39,0,8.1,1,15/1/2021,8.1,0,949,2,0,1,15,1,2021
516174,47,1,29.7,4,15/11/2021,20.79,0,280,1,0,0,15,11,2021
516175,33,0,37.7,3,9/8/2021,2.639,2,403,0,0,1,9,8,2021
516176,27,1,41.7,7,22/8/2021,8.34,3,1045,0,0,0,22,8,2021
516177,29,0,20.3,1,19/9/2021,20.3,0,149,1,0,1,19,9,2021
516178,34,1,38.1,3,23/9/2021,22.86,0,1033,3,0,0,23,9,2021
516179,40,1,31.4,4,5/6/2021,31.086,1,501,2,0,0,5,6,2021
516180,51,1,16.6,4,10/1/2021,8.798,0,186,3,0,0,10,1,2021
516181,33,1,17.7,6,1/9/2021,0.885,1,303,2,0,1,1,9,2021
516182,46,1,44.1,5,25/1/2021,14.112,0,939,1,0,0,25,1,2021
516183,48,1,25.3,1,25/7/2021,25.3,1,620,0,1,1,25,7,2021
516184,18,1,3.8,1,4/1/2021,3.8,0,921,0,0,0,4,1,2021
516185,50,0,30.3,2,24/8/2021,3.333,0,548,3,0,0,24,8,2021
516186,59,1,32.7,7,2/3/2021,14.061,1,188,1,0,0,2,3,2021
516187,53,1,16.9,6,23/8/2021,13.52,2,604,3,0,0,23,8,2021
516188,59,1,55.7,6,3/11/2021,15.596,3,305,3,0,0,3,11,2021
516189,17,1,44.3,7,13/2/2021,41.199,2,326,0,1,0,13,2,2021
516190,49,0,3.7,7,13/2/2021,1.813,0,672,0,0,0,13,2,2021
516191,25,1,57.3,1,5/3/2021,57.3,1,589,0,0,0,5,3,2021
516192,16,1,25.6,4,13/5/2021,0.512,0,686,1,0,1,13,5,2021
516193,60,0,46.3,2,18/3/2021,31.021,0,979,0,0,0,18,3,2021
516194,56,0,31.4,6,27/10/2021,0.628,1,313,1,0,0,27,10,2021
516195,43,1,31.8,7,20/12/2021,27.666,2,1036,1,1,1,20,12,2021
516196,42,1,31.5,3,3/1/2021,26.775,3,875,0,0,0,3,1,2021
516197,42,1,11.6,3,27/4/2021,8.236,2,976,2,0,0,27,4,2021
516198,61,1,40.7,4,10/1/2021,21.571,1,993,0,0,0,10,1,2021
516199,49,0,27.5,1,19/9/2021,27.5,3,214,0,0,1,19,9,2021
516200,32,1,35.7,3,5/8/2021,13.566,0,732,0,1,0,5,8,2021
516201,56,1,16.5,1,12/9/2021,16.5,0,788,0,0,0,12,9,2021
516202,26,0,32,6,26/11/2021,13.44,2,764,2,0,0,26,11,2021
516203,42,0,31.1,6,23/4/2021,18.349,0,361,2,0,0,23,4,2021
516204,24,1,52.9,2,31/10/2021,34.385,0,1012,0,0,0,31,10,2021
516205,26,0,46.5,6,19/8/2021,1.86,3,937,0,0,1,19,8,2021
516206,63,1,54.7,3,4/2/2021,54.153,0,148,0,0,1,4,2,2021
516207,39,0,36.1,7,25/3/2021,30.685,1,1020,0,0,0,25,3,2021
516208,53,0,16.1,2,31/8/2021,7.084,3,977,0,0,0,31,8,2021
516209,44,1,32.1,4,22/2/2021,17.655,1,310,3,0,0,22,2,2021
516210,54,1,31.3,4,2/6/2021,20.658,3,144,2,0,0,2,6,2021
516211,52,0,27.2,5,26/8/2021,24.48,1,442,0,0,0,26,8,2021
516212,21,1,15.3,1,6/11/2021,15.3,3,594,0,0,0,6,11,2021
516213,47,0,59.9,2,23/2/2021,29.95,0,162,1,0,0,23,2,2021
516214,26,1,38.2,3,3/4/2021,6.112,0,519,0,0,0,3,4,2021
516215,53,1,39.5,6,16/11/2021,32.785,2,395,3,0,1,16,11,2021
516216,23,0,5.4,3,13/8/2021,3.186,0,833,0,0,0,13,8,2021
516217,25,1,34.7,5,17/6/2021,30.536,3,480,0,0,0,17,6,2021
516218,40,1,36.1,5,12/11/2021,8.303,2,731,0,0,0,12,11,2021
516219,53,1,37.9,5,15/4/2021,1.137,1,428,0,0,0,15,4,2021
516220,30,1,19.1,3,23/7/2021,11.078,2,557,0,0,0,23,7,2021
516221,26,1,3.6,1,26/4/2021,3.6,1,149,1,1,0,26,4,2021
516222,23,0,40.1,6,9/12/2021,29.273,1,497,2,0,0,9,12,2021
516223,38,1,14.7,4,6/2/2021,8.232,3,877,0,0,0,6,2,2021
516224,60,1,18.6,6,1/1/2021,16.74,3,903,0,0,0,1,1,2021
516225,19,1,29.8,5,7/7/2021,7.152,0,614,0,0,0,7,7,2021
516226,33,1,55.1,1,24/12/2021,55.1,0,499,0,0,0,24,12,2021
516227,42,1,19.4,3,24/12/2021,7.178,0,778,0,0,0,24,12,2021
516228,58,1,5.9,1,14/11/2021,5.9,1,1027,0,0,0,14,11,2021
516229,43,1,27.4,2,19/12/2021,7.672,3,276,0,0,0,19,12,2021
516230,62,0,18.2,1,5/5/2021,18.2,3,179,0,0,0,5,5,2021
516231,21,1,18.7,2,4/8/2021,9.911,0,257,0,0,0,4,8,2021
516232,52,0,39.6,6,15/1/2021,22.176,0,1048,1,0,0,15,1,2021
516233,37,0,38,7,28/9/2021,7.98,1,144,1,1,0,28,9,2021
516234,56,1,11.2,3,20/2/2021,10.528,0,1026,0,1,0,20,2,2021
516235,61,1,15,7,31/10/2021,8.4,1,352,0,0,0,31,10,2021
516236,19,1,50.7,7,4/4/2021,47.658,1,838,0,0,0,4,4,2021
516237,39,1,50.3,5,7/6/2021,26.156,0,729,1,0,1,7,6,2021
516238,60,1,13.2,7,8/1/2021,5.28,2,742,1,0,1,8,1,2021
516239,45,1,38.6,6,24/10/2021,3.86,2,340,3,0,0,24,10,2021
516240,44,0,12.2,1,27/10/2021,12.2,0,324,3,0,1,27,10,2021
516241,40,1,23.1,3,15/2/2021,6.699,2,481,3,0,0,15,2,2021
516242,41,0,51.5,4,12/12/2021,50.47,3,928,0,0,0,12,12,2021
516243,34,0,58.7,4,10/3/2021,49.895,1,820,0,0,1,10,3,2021
516244,32,1,8.4,5,10/6/2021,7.56,1,676,1,0,0,10,6,2021
516245,22,1,20.9,6,24/1/2021,1.672,1,328,0,0,0,24,1,2021
516246,45,1,58.1,7,12/11/2021,36.603,2,1066,1,0,0,12,11,2021
516247,42,0,35.1,5,8/5/2021,4.212,3,1057,0,0,0,8,5,2021
516248,44,1,21.3,3,1/12/2021,10.224,0,945,0,0,0,1,12,2021
516249,36,1,35.7,6,2/5/2021,21.777,2,643,1,0,0,2,5,2021
516250,39,1,16.7,4,4/1/2021,8.35,0,436,1,0,0,4,1,2021
516251,28,1,50.7,4,23/3/2021,19.773,1,927,1,0,0,23,3,2021
516252,33,1,39.3,3,21/1/2021,30.261,1,1009,3,1,0,21,1,2021
516253,58,1,24.6,7,10/6/2021,10.578,0,418,0,0,1,10,6,2021
516254,41,1,9,3,19/12/2021,5.67,2,825,0,0,1,19,12,2021
516255,53,1,19.6,4,26/12/2021,6.86,3,1010,1,1,0,26,12,2021
516256,49,1,22.2,7,18/8/2021,21.756,1,899,3,1,0,18,8,2021
516257,60,0,4.1,2,6/11/2021,1.517,1,468,0,0,0,6,11,2021
516258,37,0,5.3,3,6/10/2021,4.823,2,864,1,0,0,6,10,2021
516259,35,1,4.8,2,8/2/2021,2.256,0,898,0,0,0,8,2,2021
516260,24,0,23,3,31/7/2021,20.24,3,877,0,0,0,31,7,2021
516261,53,1,42.7,3,24/9/2021,19.215,2,182,0,0,0,24,9,2021
516262,27,0,13.7,7,31/7/2021,6.028,0,823,0,0,0,31,7,2021
516263,45,0,14,5,15/3/2021,7.28,2,623,0,0,0,15,3,2021
516264,24,1,31.4,7,27/7/2021,15.072,1,332,0,0,0,27,7,2021
516265,39,1,35.3,1,15/12/2021,35.3,0,810,0,0,0,15,12,2021
516266,20,1,33.5,4,7/10/2021,13.065,1,642,0,0,0,7,10,2021
516267,32,1,3.9,1,1/8/2021,3.9,0,504,3,0,0,1,8,2021
516268,44,1,27.4,4,12/1/2021,9.59,1,775,1,1,1,12,1,2021
516269,59,0,37.7,7,26/8/2021,25.259,2,215,0,0,0,26,8,2021
516270,52,1,15.4,7,27/7/2021,8.778,2,762,0,0,0,27,7,2021
516271,19,1,5.5,5,9/11/2021,1.155,3,935,0,0,0,9,11,2021
516272,50,1,1.5,7,26/3/2021,0.21,3,703,0,0,0,26,3,2021
516273,18,1,5.4,6,16/6/2021,4.374,0,233,0,0,0,16,6,2021
516274,31,0,16.6,3,25/5/2021,0.332,0,438,0,0,1,25,5,2021
516275,31,1,5.1,1,8/10/2021,5.1,2,443,1,0,0,8,10,2021
516276,48,1,24.2,2,12/7/2021,7.744,2,854,3,0,0,12,7,2021
516277,62,0,30.5,4,30/5/2021,7.93,2,473,0,0,1,30,5,2021
516278,17,1,39.7,5,24/12/2021,12.704,0,566,0,0,1,24,12,2021
516279,61,1,16,1,9/6/2021,16,0,140,0,0,1,9,6,2021
516280,59,0,7.1,2,6/10/2021,5.396,0,974,0,0,1,6,10,2021
516281,62,1,37.5,4,20/1/2021,22.5,0,777,1,0,0,20,1,2021
516282,45,0,37.4,5,30/11/2021,36.652,2,266,0,0,0,30,11,2021
516283,61,0,32.3,4,11/3/2021,18.411,0,988,0,0,0,11,3,2021
516284,52,1,6,1,23/2/2021,6,0,777,0,0,0,23,2,2021
516285,36,1,21.2,1,5/4/2021,21.2,0,479,1,0,0,5,4,2021
516286,41,1,46.5,5,15/3/2021,19.53,2,302,0,0,0,15,3,2021
516287,31,1,35.1,4,25/10/2021,25.974,2,829,0,0,1,25,10,2021
516288,45,1,11.5,3,24/2/2021,0.345,0,750,0,0,0,24,2,2021
516289,55,1,34.6,3,24/3/2021,33.562,3,344,0,0,0,24,3,2021
516290,41,0,26.8,1,11/9/2021,26.8,2,209,0,0,1,11,9,2021
516291,17,1,55.9,6,26/2/2021,30.745,3,394,0,0,0,26,2,2021
516292,22,0,59.3,7,12/9/2021,16.604,2,745,0,0,0,12,9,2021
516293,47,1,19.4,7,20/5/2021,17.072,0,1031,0,0,0,20,5,2021
516294,56,1,30.5,7,19/9/2021,28.975,2,772,0,0,0,19,9,2021
516295,20,0,36.7,6,28/5/2021,11.744,2,1054,2,0,0,28,5,2021
516296,26,0,30.4,3,11/10/2021,18.24,2,666,0,0,0,11,10,2021
516297,53,0,37.7,4,11/10/2021,3.016,3,1070,0,0,1,11,10,2021
516298,62,1,38.7,1,2/12/2021,38.7,0,417,1,0,0,2,12,2021
516299,42,1,10.8,6,26/1/2021,8.1,0,864,2,0,1,26,1,2021
516300,51,1,56.1,3,17/12/2021,24.123,3,988,0,0,0,17,12,2021
516301,17,0,25.4,5,25/2/2021,3.81,2,803,1,0,0,25,2,2021
516302,38,1,34,5,20/9/2021,22.1,0,963,1,0,0,20,9,2021
516303,29,0,23.6,7,14/3/2021,13.688,3,843,0,0,1,14,3,2021
516304,31,1,32.5,7,5/7/2021,0.325,3,859,0,0,0,5,7,2021
516305,29,0,31.7,3,1/1/2022,0.317,1,777,0,0,0,1,1,2022
516306,22,0,10,4,15/2/2021,8.4,3,737,1,0,0,15,2,2021
516307,59,0,37.3,5,15/6/2021,30.586,2,664,1,0,0,15,6,2021
516308,34,1,16.3,7,21/6/2021,12.714,2,569,0,0,0,21,6,2021
516309,53,0,17.7,2,19/7/2021,4.956,0,543,0,0,0,19,7,2021
516310,51,0,24.9,3,8/9/2021,9.96,3,506,0,0,0,8,9,2021
516311,26,1,13,1,8/9/2021,13,2,517,0,0,0,8,9,2021
516312,28,0,23.8,2,22/12/2021,4.998,1,338,3,0,0,22,12,2021
516313,36,0,3,6,26/8/2021,0.21,1,350,0,0,0,26,8,2021
516314,33,0,2.2,2,25/1/2021,0.374,0,871,0,1,0,25,1,2021
516315,42,1,5.3,4,5/2/2021,1.325,1,999,0,0,1,5,2,2021
516316,16,1,21.3,5,4/11/2021,21.087,1,879,1,0,0,4,11,2021
516317,48,0,26.6,2,15/3/2021,23.94,3,939,1,0,0,15,3,2021
516318,55,1,24.5,1,5/12/2021,24.5,1,284,0,0,0,5,12,2021
516319,55,1,12.9,5,29/1/2021,7.224,0,532,1,0,1,29,1,2021
516320,24,1,37.1,3,24/5/2021,3.71,1,264,0,0,0,24,5,2021
516321,59,1,25.6,2,9/7/2021,18.688,0,855,1,0,1,9,7,2021
516322,44,1,14.6,7,10/11/2021,6.862,0,496,3,0,1,10,11,2021
516323,38,1,37.1,1,9/7/2021,37.1,0,716,3,0,0,9,7,2021
516324,53,1,21,7,16/6/2021,6.51,1,619,1,0,1,16,6,2021
516325,43,1,43.3,6,13/1/2021,25.547,2,480,0,0,0,13,1,2021
516326,22,1,8.1,6,14/8/2021,3.645,2,978,1,0,0,14,8,2021
516327,57,1,6.6,1,30/1/2021,6.6,0,177,0,1,0,30,1,2021
516328,25,0,3.5,7,20/3/2021,0.665,1,613,1,0,0,20,3,2021
516329,35,0,1.1,1,29/8/2021,1.1,2,891,1,0,1,29,8,2021
516330,50,0,57.5,7,1/1/2021,30.475,1,1040,2,0,0,1,1,2021
516331,55,0,38,5,15/1/2021,20.9,2,399,0,0,0,15,1,2021
516332,20,0,32.7,2,1/11/2021,4.251,1,954,0,1,0,1,11,2021
516333,22,1,13.7,5,15/12/2021,13.289,1,1051,0,0,0,15,12,2021
516334,45,0,9.6,4,20/7/2021,8.352,1,804,0,1,0,20,7,2021
516335,20,1,29.9,2,20/7/2021,24.817,1,890,1,1,0,20,7,2021
516336,45,1,32,1,3/2/2021,32,3,833,0,1,0,3,2,2021
516337,36,1,14.1,3,31/12/2021,5.076,0,774,0,0,0,31,12,2021
516338,63,1,25.1,5,5/3/2021,3.263,1,348,0,0,0,5,3,2021
516339,46,1,38.5,7,2/6/2021,38.115,0,995,0,0,0,2,6,2021
516340,40,1,34.5,4,13/11/2021,5.865,1,1047,0,1,1,13,11,2021
516341,32,1,35.6,5,9/6/2021,16.732,2,601,0,0,0,9,6,2021
516342,33,1,35.5,4,9/6/2021,15.62,2,733,0,1,0,9,6,2021
516343,32,1,36.1,1,6/12/2021,36.1,2,462,0,0,0,6,12,2021
516344,18,1,31,1,6/7/2021,31,0,821,0,0,0,6,7,2021
516345,61,1,1.9,1,28/5/2021,1.9,0,612,0,0,0,28,5,2021
516346,48,1,18.8,6,30/5/2021,12.972,0,613,0,0,0,30,5,2021
516347,41,0,52.3,2,29/8/2021,12.552,2,501,0,0,1,29,8,2021
516348,59,1,3.2,5,13/5/2021,0.96,1,963,1,0,0,13,5,2021
516349,59,1,2,1,17/1/2021,2,0,1029,1,0,0,17,1,2021
516350,62,0,31.5,1,10/9/2021,31.5,1,149,3,0,1,10,9,2021
516351,27,1,17.4,4,25/8/2021,16.182,0,260,0,0,0,25,8,2021
516352,37,1,21.7,1,25/5/2021,21.7,3,426,1,0,0,25,5,2021
516353,29,1,31.8,6,11/11/2021,27.666,1,443,0,0,0,11,11,2021
516354,36,1,57.3,6,1/9/2021,20.055,3,778,3,0,0,1,9,2021
516355,52,1,31.8,2,31/3/2021,17.172,2,326,1,0,0,31,3,2021
516356,27,1,36,4,24/5/2021,5.04,1,701,0,0,0,24,5,2021
516357,36,1,31.8,5,18/8/2021,27.984,0,868,2,1,1,18,8,2021
516358,16,0,35.3,5,24/12/2021,1.765,2,646,0,0,1,24,12,2021
516359,62,1,1,2,18/12/2021,0.85,3,411,0,0,1,18,12,2021
516360,21,1,4.6,2,29/8/2021,2.714,2,804,0,0,0,29,8,2021
516361,63,0,30.6,7,24/2/2021,13.158,2,855,1,0,0,24,2,2021
516362,59,1,5,1,25/4/2021,5,0,507,0,0,1,25,4,2021
516363,42,1,22.8,7,24/2/2021,22.572,3,143,0,0,0,24,2,2021
516364,30,1,9.1,3,10/6/2021,5.551,0,295,1,0,1,10,6,2021
516365,60,1,38.3,5,10/1/2021,19.15,0,168,0,0,0,10,1,2021
516366,30,0,38.8,3,3/2/2021,28.324,3,474,3,0,0,3,2,2021
516367,45,1,33.3,6,26/6/2021,27.639,0,787,3,1,0,26,6,2021
516368,29,0,38.8,5,14/1/2021,12.416,3,306,0,0,1,14,1,2021
516369,53,0,49.5,3,10/1/2021,7.425,3,759,0,0,0,10,1,2021
516370,57,1,39.1,5,25/11/2021,21.896,3,163,0,0,0,25,11,2021
516371,49,1,39.3,7,14/1/2021,1.179,3,1036,3,0,0,14,1,2021
516372,20,1,36.5,5,23/10/2021,7.3,2,640,0,0,0,23,10,2021
516373,25,0,26.1,2,20/6/2021,6.264,1,562,0,0,0,20,6,2021
516374,46,1,17.9,4,25/6/2021,12.709,3,295,0,0,0,25,6,2021
516375,35,1,17.9,6,4/6/2021,11.814,3,805,0,0,0,4,6,2021
516376,26,0,52.5,4,12/7/2021,1.575,0,528,0,0,0,12,7,2021
516377,29,1,32.2,1,18/7/2021,32.2,0,422,2,0,0,18,7,2021
516378,61,1,38.5,3,4/8/2021,26.18,2,539,0,0,0,4,8,2021
516379,23,1,32.2,1,15/1/2021,32.2,0,546,0,1,1,15,1,2021
516380,43,1,42.7,5,5/6/2021,30.744,1,757,3,0,0,5,6,2021
516381,37,1,42.1,4,4/10/2021,15.156,2,457,0,0,0,4,10,2021
516382,60,1,14.4,2,28/9/2021,6.336,0,154,0,0,0,28,9,2021
516383,29,1,31,5,15/3/2021,2.48,0,955,0,1,1,15,3,2021
516384,38,1,31.4,2,8/9/2021,23.55,1,987,3,0,0,8,9,2021
516385,38,1,58.1,1,19/10/2021,58.1,1,686,0,1,0,19,10,2021
516386,42,0,1,3,10/4/2021,0.42,1,619,0,0,1,10,4,2021
516387,27,1,22.7,2,31/3/2021,7.264,0,908,0,0,1,31,3,2021
516388,18,1,3.5,1,22/4/2021,3.5,1,681,0,1,1,22,4,2021
516389,56,1,21.8,4,15/9/2021,21.364,1,562,0,0,0,15,9,2021
516390,62,1,59.5,3,29/4/2021,10.71,2,516,0,0,0,29,4,2021
516391,29,1,33.6,3,16/3/2021,18.48,2,897,0,0,0,16,3,2021
516392,41,0,33.1,5,16/10/2021,5.296,1,332,0,1,0,16,10,2021
516393,40,1,34.7,3,25/8/2021,4.511,3,287,0,0,0,25,8,2021
516394,39,1,6.8,1,14/8/2021,6.8,0,767,1,1,0,14,8,2021
516395,38,1,9.6,1,21/8/2021,9.6,3,438,0,0,1,21,8,2021
516396,34,1,25.4,1,4/1/2021,25.4,2,868,0,0,0,4,1,2021
516397,62,1,5.8,7,27/1/2021,4.756,2,276,1,1,0,27,1,2021
516398,53,1,40.7,3,7/4/2021,20.757,2,710,3,0,0,7,4,2021
516399,41,1,29.7,6,10/11/2021,29.403,0,292,1,0,0,10,11,2021
516400,33,1,35.1,5,8/4/2021,26.325,3,240,0,0,0,8,4,2021
516401,40,1,37.4,2,21/8/2021,14.96,2,247,1,0,0,21,8,2021
516402,54,0,34.7,3,14/12/2021,15.962,1,957,0,0,0,14,12,2021
516403,24,0,22.1,1,16/11/2021,22.1,2,847,1,0,0,16,11,2021
516404,57,0,1.9,4,16/12/2021,0.551,3,477,1,0,0,16,12,2021
516405,29,1,44.1,3,21/3/2021,5.292,2,601,0,0,1,21,3,2021
516406,37,1,36.7,1,2/2/2021,36.7,0,169,2,0,0,2,2,2021
516407,54,1,34.1,2,26/10/2021,6.82,2,243,0,0,0,26,10,2021
516408,53,1,15.3,4,21/5/2021,9.945,0,334,0,0,0,21,5,2021
516409,63,0,40.1,1,22/4/2021,40.1,1,424,0,0,0,22,4,2021
516410,35,1,58.7,6,10/5/2021,24.654,3,819,1,1,0,10,5,2021
516411,48,1,4.4,5,30/8/2021,2.684,2,185,2,0,0,30,8,2021
516412,63,1,10.4,2,14/12/2021,4.056,2,1054,0,0,0,14,12,2021
516413,48,1,7.6,7,11/12/2021,5.092,0,227,0,0,0,11,12,2021
516414,33,1,11.5,7,5/9/2021,0.69,0,510,2,1,0,5,9,2021
516415,24,1,3.7,1,15/5/2021,3.7,2,901,0,0,0,15,5,2021
516416,23,1,14.9,5,22/6/2021,1.49,2,706,1,0,0,22,6,2021
516417,58,1,10.9,1,30/4/2021,10.9,0,441,1,0,0,30,4,2021
516418,31,0,36.8,7,28/6/2021,34.96,0,190,3,1,1,28,6,2021
516419,53,1,30.9,2,9/8/2021,3.09,0,212,2,0,0,9,8,2021
516420,23,1,20.8,3,23/2/2021,18.096,2,554,0,0,0,23,2,2021
516421,43,1,4.3,7,4/9/2021,2.709,2,631,0,0,0,4,9,2021
516422,19,0,14.8,3,28/4/2021,0.444,0,256,3,0,0,28,4,2021
516423,50,1,31.6,2,30/4/2021,27.176,0,476,1,0,1,30,4,2021
516424,55,1,56.5,6,21/3/2021,26.555,0,536,0,1,0,21,3,2021
516425,34,0,46.7,1,28/3/2021,46.7,3,384,0,0,0,28,3,2021
516426,18,1,23.6,6,4/5/2021,0.472,1,369,0,0,0,4,5,2021
516427,47,0,34.6,2,8/9/2021,8.65,0,904,0,0,1,8,9,2021
516428,23,1,9.2,6,2/10/2021,6.808,1,738,0,1,1,2,10,2021
516429,62,1,16.9,5,2/6/2021,2.535,3,830,1,0,0,2,6,2021
516430,61,1,43.5,2,18/9/2021,42.63,0,959,0,0,0,18,9,2021
516431,50,1,26.3,6,9/5/2021,9.205,2,445,0,0,0,9,5,2021
516432,37,0,20.4,4,15/9/2021,13.464,3,631,0,0,0,15,9,2021
516433,22,0,14.2,2,5/10/2021,11.644,2,732,3,1,0,5,10,2021
516434,34,1,12.1,4,21/4/2021,1.331,0,671,0,0,0,21,4,2021
516435,51,1,7.9,2,19/9/2021,1.659,2,226,3,0,1,19,9,2021
516436,22,1,5.7,6,24/1/2021,0.456,2,988,1,0,0,24,1,2021
516437,49,1,31.1,1,19/9/2021,31.1,2,184,3,0,0,19,9,2021
